"","bin","state","type","dis_sd","dis_var","h_sd","h_var","bin2","f","cf"
"55","states_7_9_463","3' Transcription","No Known Liver Disease",0.166498042607528,0.0277215981921382,0.163291032320297,0.0266639612362282,55,1.03966541004691,1.22393322372453
"56","states_7_9_47","3' Transcription","No Known Liver Disease",0.171208800372895,0.0293124533251257,0.14202996260864,0.0201725102786117,56,1.45308902661484,1.22393322372453
"57","states_7_9_470","3' Transcription","No Known Liver Disease",0.173312081788159,0.0300370776937457,0.5,0.355547610282946,57,0.0844811688365506,1.22393322372453
"58","states_7_9_471","3' Transcription","No Known Liver Disease",0.125969977196914,0.0158684351549909,0.141349423437274,0.0199796595060497,58,0.794229508775469,1.22393322372453
"59","states_7_9_475","3' Transcription","No Known Liver Disease",0.198196814937493,0.0392819774513668,0.169344492599188,0.0286775571736763,59,1.36978115721183,1.22393322372453
"60","states_7_9_477","3' Transcription","No Known Liver Disease",0.167051249967317,0.0279061201156432,0.193174151692334,0.0373162528820528,60,0.7478275003615,1.22393322372453
"61","states_7_9_479","3' Transcription","No Known Liver Disease",0.22898311319289,0.0524332661275081,0.190044010279227,0.036116725843011,61,1.45177241025171,1.22393322372453
"62","states_7_9_499","3' Transcription","No Known Liver Disease",0.218841002802058,0.0478913845074104,0.273275965282541,0.0746797532011045,62,0.641290074679868,1.22393322372453
"63","states_7_9_5","3' Transcription","No Known Liver Disease",0.192141477115127,0.036918347227983,0.165255537607927,0.0273093927100851,63,1.35185529828166,1.22393322372453
"64","states_7_9_50","3' Transcription","No Known Liver Disease",0.245043752029251,0.0600464404085731,0.166510978558518,0.0277259059805151,64,2.16571607978372,1.22393322372453
"65","states_7_9_519","3' Transcription","No Known Liver Disease",0.188322810901619,0.0354654811058868,0.183489444278317,0.0336683761615655,65,1.05337664447188,1.22393322372453
"66","states_7_9_53","3' Transcription","No Known Liver Disease",0.220597101730629,0.0486630812919536,0.230387531129935,0.0530784145001468,66,0.916814900185441,1.22393322372453
"67","states_7_9_54","3' Transcription","No Known Liver Disease",0.157797959310512,0.024900195962562,0.188014594510729,0.0353494877490338,67,0.704400475032134,1.22393322372453
"68","states_7_9_543","3' Transcription","No Known Liver Disease",0.273454409838089,0.0747773142598973,0.267177113215334,0.0713836098260793,68,1.04754178784299,1.22393322372453
"69","states_7_9_58","3' Transcription","No Known Liver Disease",0.209276158019235,0.0437965103152917,0.258664125552355,0.0669071298477645,69,0.654586595104931,1.22393322372453
"70","states_7_9_6","3' Transcription","No Known Liver Disease",0.188115570353867,0.0353874678095605,0.175964206843945,0.0309634020902187,70,1.14288047891027,1.22393322372453
