"","training","fam","f","type","n","out","perc","c2"
"2637","Validation","RNA/DNA
Elements","Charlie1b#DNA_hAT-Charlie","Advanced Fibrosis/Cirrhosis",85,1,0.0117647058823529,"FALSE"
"2638","Validation","RNA/DNA
Elements","Charlie1b#DNA_hAT-Charlie","No Known Liver Disease",106,3,0.0283018867924528,"FALSE"
"2639","Validation","RNA/DNA
Elements","Charlie20a#DNA_hAT-Charlie","Advanced Fibrosis/Cirrhosis",85,1,0.0117647058823529,"FALSE"
"2640","Validation","RNA/DNA
Elements","Charlie20a#DNA_hAT-Charlie","No Known Liver Disease",106,4,0.0377358490566038,"FALSE"
"2641","Validation","RNA/DNA
Elements","Charlie21a#DNA_hAT-Charlie","Advanced Fibrosis/Cirrhosis",85,2,0.0235294117647059,"FALSE"
"2642","Validation","RNA/DNA
Elements","Charlie21a#DNA_hAT-Charlie","No Known Liver Disease",106,4,0.0377358490566038,"FALSE"
"2643","Validation","RNA/DNA
Elements","Charlie22a#DNA_hAT-Charlie","Advanced Fibrosis/Cirrhosis",85,2,0.0235294117647059,"FALSE"
"2644","Validation","RNA/DNA
Elements","Charlie22a#DNA_hAT-Charlie","No Known Liver Disease",106,1,0.00943396226415094,"FALSE"
"2645","Validation","RNA/DNA
Elements","Charlie23a#DNA_hAT-Charlie","Advanced Fibrosis/Cirrhosis",85,2,0.0235294117647059,"FALSE"
"2646","Validation","RNA/DNA
Elements","Charlie23a#DNA_hAT-Charlie","No Known Liver Disease",106,2,0.0188679245283019,"FALSE"
"2647","Validation","RNA/DNA
Elements","Charlie24#DNA_hAT-Charlie","Advanced Fibrosis/Cirrhosis",85,2,0.0235294117647059,"FALSE"
"2648","Validation","RNA/DNA
Elements","Charlie24#DNA_hAT-Charlie","No Known Liver Disease",106,2,0.0188679245283019,"FALSE"
"2649","Validation","RNA/DNA
Elements","Charlie25#DNA_hAT-Charlie","Advanced Fibrosis/Cirrhosis",85,2,0.0235294117647059,"FALSE"
"2650","Validation","RNA/DNA
Elements","Charlie25#DNA_hAT-Charlie","No Known Liver Disease",106,6,0.0566037735849057,"FALSE"
"2651","Validation","RNA/DNA
Elements","Charlie29a#DNA_hAT-Charlie","Advanced Fibrosis/Cirrhosis",85,2,0.0235294117647059,"FALSE"
"2652","Validation","RNA/DNA
Elements","Charlie29a#DNA_hAT-Charlie","No Known Liver Disease",106,0,0,"FALSE"
"2653","Validation","RNA/DNA
Elements","Charlie29b#DNA_hAT-Charlie","Advanced Fibrosis/Cirrhosis",85,2,0.0235294117647059,"FALSE"
"2654","Validation","RNA/DNA
Elements","Charlie29b#DNA_hAT-Charlie","No Known Liver Disease",106,2,0.0188679245283019,"FALSE"
"2655","Validation","RNA/DNA
Elements","Charlie2a#DNA_hAT-Charlie","Advanced Fibrosis/Cirrhosis",85,3,0.0352941176470588,"FALSE"
"2656","Validation","RNA/DNA
Elements","Charlie2a#DNA_hAT-Charlie","No Known Liver Disease",106,5,0.0471698113207547,"FALSE"
"2657","Validation","RNA/DNA
Elements","Charlie2b#DNA_hAT-Charlie","Advanced Fibrosis/Cirrhosis",85,3,0.0352941176470588,"FALSE"
"2658","Validation","RNA/DNA
Elements","Charlie2b#DNA_hAT-Charlie","No Known Liver Disease",106,4,0.0377358490566038,"FALSE"
"2659","Validation","RNA/DNA
Elements","Charlie3#DNA_hAT-Charlie","Advanced Fibrosis/Cirrhosis",85,2,0.0235294117647059,"FALSE"
"2660","Validation","RNA/DNA
Elements","Charlie3#DNA_hAT-Charlie","No Known Liver Disease",106,0,0,"FALSE"
"2661","Validation","RNA/DNA
Elements","Charlie30a#DNA_hAT-Charlie","Advanced Fibrosis/Cirrhosis",85,1,0.0117647058823529,"FALSE"
"2662","Validation","RNA/DNA
Elements","Charlie30a#DNA_hAT-Charlie","No Known Liver Disease",106,3,0.0283018867924528,"FALSE"
"2663","Validation","RNA/DNA
Elements","Charlie30b#DNA_hAT-Charlie","Advanced Fibrosis/Cirrhosis",85,1,0.0117647058823529,"FALSE"
"2664","Validation","RNA/DNA
Elements","Charlie30b#DNA_hAT-Charlie","No Known Liver Disease",106,7,0.0660377358490566,"FALSE"
"2665","Validation","RNA/DNA
Elements","Charlie31a#DNA_hAT-Charlie","Advanced Fibrosis/Cirrhosis",85,0,0,"FALSE"
"2666","Validation","RNA/DNA
Elements","Charlie31a#DNA_hAT-Charlie","No Known Liver Disease",106,2,0.0188679245283019,"FALSE"
"2667","Validation","RNA/DNA
Elements","Charlie4#DNA_hAT-Charlie","Advanced Fibrosis/Cirrhosis",85,1,0.0117647058823529,"FALSE"
"2668","Validation","RNA/DNA
Elements","Charlie4#DNA_hAT-Charlie","No Known Liver Disease",106,5,0.0471698113207547,"FALSE"
"2669","Validation","RNA/DNA
Elements","Charlie4a#DNA_hAT-Charlie","Advanced Fibrosis/Cirrhosis",85,2,0.0235294117647059,"FALSE"
"2670","Validation","RNA/DNA
Elements","Charlie4a#DNA_hAT-Charlie","No Known Liver Disease",106,2,0.0188679245283019,"FALSE"
"2671","Validation","RNA/DNA
Elements","Charlie4z#DNA_hAT-Charlie","Advanced Fibrosis/Cirrhosis",85,1,0.0117647058823529,"FALSE"
"2672","Validation","RNA/DNA
Elements","Charlie4z#DNA_hAT-Charlie","No Known Liver Disease",106,6,0.0566037735849057,"FALSE"
"2673","Validation","RNA/DNA
Elements","Charlie5#DNA_hAT-Charlie","Advanced Fibrosis/Cirrhosis",85,2,0.0235294117647059,"FALSE"
"2674","Validation","RNA/DNA
Elements","Charlie5#DNA_hAT-Charlie","No Known Liver Disease",106,2,0.0188679245283019,"FALSE"
"2675","Validation","RNA/DNA
Elements","Charlie6#DNA_hAT-Charlie","Advanced Fibrosis/Cirrhosis",85,0,0,"FALSE"
"2676","Validation","RNA/DNA
Elements","Charlie6#DNA_hAT-Charlie","No Known Liver Disease",106,7,0.0660377358490566,"FALSE"
"2677","Validation","RNA/DNA
Elements","Charlie7#DNA_hAT-Charlie","Advanced Fibrosis/Cirrhosis",85,2,0.0235294117647059,"FALSE"
"2678","Validation","RNA/DNA
Elements","Charlie7#DNA_hAT-Charlie","No Known Liver Disease",106,4,0.0377358490566038,"FALSE"
"2679","Validation","RNA/DNA
Elements","Charlie7a#DNA_hAT-Charlie","Advanced Fibrosis/Cirrhosis",85,0,0,"FALSE"
"2680","Validation","RNA/DNA
Elements","Charlie7a#DNA_hAT-Charlie","No Known Liver Disease",106,2,0.0188679245283019,"FALSE"
"2681","Validation","RNA/DNA
Elements","Charlie8#DNA_hAT-Charlie","Advanced Fibrosis/Cirrhosis",85,5,0.0588235294117647,"FALSE"
"2682","Validation","RNA/DNA
Elements","Charlie8#DNA_hAT-Charlie","No Known Liver Disease",106,4,0.0377358490566038,"FALSE"
"2683","Validation","RNA/DNA
Elements","Charlie9#DNA_hAT-Charlie","Advanced Fibrosis/Cirrhosis",85,1,0.0117647058823529,"FALSE"
"2684","Validation","RNA/DNA
Elements","Charlie9#DNA_hAT-Charlie","No Known Liver Disease",106,3,0.0283018867924528,"FALSE"
"2685","Validation","RNA/DNA
Elements","Cheshire#DNA_hAT-Charlie","Advanced Fibrosis/Cirrhosis",85,2,0.0235294117647059,"FALSE"
"2686","Validation","RNA/DNA
Elements","Cheshire#DNA_hAT-Charlie","No Known Liver Disease",106,4,0.0377358490566038,"FALSE"
"2687","Validation","RNA/DNA
Elements","EUTREP2#DNA_hAT","Advanced Fibrosis/Cirrhosis",85,0,0,"FALSE"
"2688","Validation","RNA/DNA
Elements","EUTREP2#DNA_hAT","No Known Liver Disease",106,3,0.0283018867924528,"FALSE"
"2689","Validation","RNA/DNA
Elements","EUTREP4#DNA_PiggyBac","Advanced Fibrosis/Cirrhosis",85,1,0.0117647058823529,"FALSE"
"2690","Validation","RNA/DNA
Elements","EUTREP4#DNA_PiggyBac","No Known Liver Disease",106,0,0,"FALSE"
"2691","Validation","RNA/DNA
Elements","EuthAT-2#DNA_hAT-Ac","Advanced Fibrosis/Cirrhosis",85,2,0.0235294117647059,"FALSE"
"2692","Validation","RNA/DNA
Elements","EuthAT-2#DNA_hAT-Ac","No Known Liver Disease",106,4,0.0377358490566038,"FALSE"
"2693","Validation","RNA/DNA
Elements","Eutr11#DNA","Advanced Fibrosis/Cirrhosis",85,0,0,"FALSE"
"2694","Validation","RNA/DNA
Elements","Eutr11#DNA","No Known Liver Disease",106,4,0.0377358490566038,"FALSE"
"2695","Validation","RNA/DNA
Elements","Eutr15#DNA_hAT-Tip100","Advanced Fibrosis/Cirrhosis",85,2,0.0235294117647059,"FALSE"
"2696","Validation","RNA/DNA
Elements","Eutr15#DNA_hAT-Tip100","No Known Liver Disease",106,3,0.0283018867924528,"FALSE"
"2697","Validation","RNA/DNA
Elements","Eutr16#DNA_hAT-Tip100","Advanced Fibrosis/Cirrhosis",85,3,0.0352941176470588,"FALSE"
"2698","Validation","RNA/DNA
Elements","Eutr16#DNA_hAT-Tip100","No Known Liver Disease",106,0,0,"FALSE"
"2699","Validation","RNA/DNA
Elements","Eutr2B#DNA_MULE-MuDR","Advanced Fibrosis/Cirrhosis",85,0,0,"FALSE"
"2700","Validation","RNA/DNA
Elements","Eutr2B#DNA_MULE-MuDR","No Known Liver Disease",106,1,0.00943396226415094,"FALSE"
"2701","Validation","RNA/DNA
Elements","FordPrefect#DNA_hAT-Tip100","Advanced Fibrosis/Cirrhosis",85,5,0.0588235294117647,"FALSE"
"2702","Validation","RNA/DNA
Elements","FordPrefect#DNA_hAT-Tip100","No Known Liver Disease",106,4,0.0377358490566038,"FALSE"
"2703","Validation","RNA/DNA
Elements","HSMAR1#DNA_TcMar-Mariner","Advanced Fibrosis/Cirrhosis",85,1,0.0117647058823529,"FALSE"
"2704","Validation","RNA/DNA
Elements","HSMAR1#DNA_TcMar-Mariner","No Known Liver Disease",106,3,0.0283018867924528,"FALSE"
"2705","Validation","RNA/DNA
Elements","HSMAR2#DNA_TcMar-Mariner","Advanced Fibrosis/Cirrhosis",85,5,0.0588235294117647,"FALSE"
"2706","Validation","RNA/DNA
Elements","HSMAR2#DNA_TcMar-Mariner","No Known Liver Disease",106,7,0.0660377358490566,"FALSE"
"2707","Validation","RNA/DNA
Elements","Helitron1Nb_Mam#RC_Helitron","Advanced Fibrosis/Cirrhosis",85,2,0.0235294117647059,"FALSE"
"2708","Validation","RNA/DNA
Elements","Helitron1Nb_Mam#RC_Helitron","No Known Liver Disease",106,1,0.00943396226415094,"FALSE"
"2709","Validation","RNA/DNA
Elements","Helitron2Na_Mam#RC_Helitron","Advanced Fibrosis/Cirrhosis",85,4,0.0470588235294118,"FALSE"
"2710","Validation","RNA/DNA
Elements","Helitron2Na_Mam#RC_Helitron","No Known Liver Disease",106,3,0.0283018867924528,"FALSE"
"2711","Validation","RNA/DNA
Elements","Helitron3Na_Mam#RC_Helitron","Advanced Fibrosis/Cirrhosis",85,2,0.0235294117647059,"FALSE"
"2712","Validation","RNA/DNA
Elements","Helitron3Na_Mam#RC_Helitron","No Known Liver Disease",106,2,0.0188679245283019,"FALSE"
"2713","Validation","RNA/DNA
Elements","Kanga1#DNA_TcMar-Tc2","Advanced Fibrosis/Cirrhosis",85,3,0.0352941176470588,"FALSE"
"2714","Validation","RNA/DNA
Elements","Kanga1#DNA_TcMar-Tc2","No Known Liver Disease",106,4,0.0377358490566038,"FALSE"
"2715","Validation","RNA/DNA
Elements","Kanga11a#DNA_TcMar-Tc2","Advanced Fibrosis/Cirrhosis",85,1,0.0117647058823529,"FALSE"
"2716","Validation","RNA/DNA
Elements","Kanga11a#DNA_TcMar-Tc2","No Known Liver Disease",106,3,0.0283018867924528,"FALSE"
"2717","Validation","RNA/DNA
Elements","Kanga1a#DNA_TcMar-Tc2","Advanced Fibrosis/Cirrhosis",85,2,0.0235294117647059,"FALSE"
"2718","Validation","RNA/DNA
Elements","Kanga1a#DNA_TcMar-Tc2","No Known Liver Disease",106,5,0.0471698113207547,"FALSE"
"2719","Validation","RNA/DNA
Elements","Kanga1c#DNA_TcMar-Tc2","Advanced Fibrosis/Cirrhosis",85,0,0,"FALSE"
"2720","Validation","RNA/DNA
Elements","Kanga1c#DNA_TcMar-Tc2","No Known Liver Disease",106,5,0.0471698113207547,"FALSE"
"2721","Validation","RNA/DNA
Elements","Kanga2_a#DNA_TcMar-Tc2","Advanced Fibrosis/Cirrhosis",85,2,0.0235294117647059,"FALSE"
"2722","Validation","RNA/DNA
Elements","Kanga2_a#DNA_TcMar-Tc2","No Known Liver Disease",106,2,0.0188679245283019,"FALSE"
"2723","Validation","RNA/DNA
Elements","LSU-rRNA_Hsa#rRNA","Advanced Fibrosis/Cirrhosis",85,6,0.0705882352941176,"FALSE"
"2724","Validation","RNA/DNA
Elements","LSU-rRNA_Hsa#rRNA","No Known Liver Disease",106,4,0.0377358490566038,"FALSE"
"2725","Validation","RNA/DNA
Elements","Looper#DNA_PiggyBac","Advanced Fibrosis/Cirrhosis",85,2,0.0235294117647059,"FALSE"
"2726","Validation","RNA/DNA
Elements","Looper#DNA_PiggyBac","No Known Liver Disease",106,6,0.0566037735849057,"FALSE"
"2727","Validation","RNA/DNA
Elements","MADE1#DNA_TcMar-Mariner","Advanced Fibrosis/Cirrhosis",85,7,0.0823529411764706,"FALSE"
"2728","Validation","RNA/DNA
Elements","MADE1#DNA_TcMar-Mariner","No Known Liver Disease",106,5,0.0471698113207547,"FALSE"
"2729","Validation","RNA/DNA
Elements","MARNA#DNA_TcMar-Mariner","Advanced Fibrosis/Cirrhosis",85,2,0.0235294117647059,"FALSE"
"2730","Validation","RNA/DNA
Elements","MARNA#DNA_TcMar-Mariner","No Known Liver Disease",106,3,0.0283018867924528,"FALSE"
"2731","Validation","RNA/DNA
Elements","MER102a#DNA_hAT-Charlie","Advanced Fibrosis/Cirrhosis",85,2,0.0235294117647059,"FALSE"
"2732","Validation","RNA/DNA
Elements","MER102a#DNA_hAT-Charlie","No Known Liver Disease",106,2,0.0188679245283019,"FALSE"
"2733","Validation","RNA/DNA
Elements","MER102b#DNA_hAT-Charlie","Advanced Fibrosis/Cirrhosis",85,2,0.0235294117647059,"FALSE"
"2734","Validation","RNA/DNA
Elements","MER102b#DNA_hAT-Charlie","No Known Liver Disease",106,4,0.0377358490566038,"FALSE"
"2735","Validation","RNA/DNA
Elements","MER102c#DNA_hAT-Charlie","Advanced Fibrosis/Cirrhosis",85,2,0.0235294117647059,"FALSE"
"2736","Validation","RNA/DNA
Elements","MER102c#DNA_hAT-Charlie","No Known Liver Disease",106,1,0.00943396226415094,"FALSE"
"2737","Validation","RNA/DNA
Elements","MER103C#DNA_hAT-Charlie","Advanced Fibrosis/Cirrhosis",85,8,0.0941176470588235,"FALSE"
"2738","Validation","RNA/DNA
Elements","MER103C#DNA_hAT-Charlie","No Known Liver Disease",106,15,0.141509433962264,"No Known Liver Disease"
"2739","Validation","RNA/DNA
Elements","MER104#DNA_TcMar-Tc2","Advanced Fibrosis/Cirrhosis",85,4,0.0470588235294118,"FALSE"
"2740","Validation","RNA/DNA
Elements","MER104#DNA_TcMar-Tc2","No Known Liver Disease",106,5,0.0471698113207547,"FALSE"
"2741","Validation","RNA/DNA
Elements","MER106B#DNA_hAT-Charlie","Advanced Fibrosis/Cirrhosis",85,0,0,"FALSE"
"2742","Validation","RNA/DNA
Elements","MER106B#DNA_hAT-Charlie","No Known Liver Disease",106,4,0.0377358490566038,"FALSE"
"2743","Validation","RNA/DNA
Elements","MER112#DNA_hAT-Charlie","Advanced Fibrosis/Cirrhosis",85,2,0.0235294117647059,"FALSE"
"2744","Validation","RNA/DNA
Elements","MER112#DNA_hAT-Charlie","No Known Liver Disease",106,3,0.0283018867924528,"FALSE"
"2745","Validation","RNA/DNA
Elements","MER113#DNA_hAT-Charlie","Advanced Fibrosis/Cirrhosis",85,2,0.0235294117647059,"FALSE"
"2746","Validation","RNA/DNA
Elements","MER113#DNA_hAT-Charlie","No Known Liver Disease",106,6,0.0566037735849057,"FALSE"
"2747","Validation","RNA/DNA
Elements","MER113A#DNA_hAT-Charlie","Advanced Fibrosis/Cirrhosis",85,2,0.0235294117647059,"FALSE"
"2748","Validation","RNA/DNA
Elements","MER113A#DNA_hAT-Charlie","No Known Liver Disease",106,2,0.0188679245283019,"FALSE"
"2749","Validation","RNA/DNA
Elements","MER115#DNA_hAT-Tip100","Advanced Fibrosis/Cirrhosis",85,3,0.0352941176470588,"FALSE"
"2750","Validation","RNA/DNA
Elements","MER115#DNA_hAT-Tip100","No Known Liver Disease",106,3,0.0283018867924528,"FALSE"
"2751","Validation","RNA/DNA
Elements","MER117#DNA_hAT-Charlie","Advanced Fibrosis/Cirrhosis",85,2,0.0235294117647059,"FALSE"
"2752","Validation","RNA/DNA
Elements","MER117#DNA_hAT-Charlie","No Known Liver Disease",106,2,0.0188679245283019,"FALSE"
"2753","Validation","RNA/DNA
Elements","MER119#DNA_hAT-Charlie","Advanced Fibrosis/Cirrhosis",85,1,0.0117647058823529,"FALSE"
"2754","Validation","RNA/DNA
Elements","MER119#DNA_hAT-Charlie","No Known Liver Disease",106,1,0.00943396226415094,"FALSE"
"2755","Validation","RNA/DNA
Elements","MER121#DNA_hAT","Advanced Fibrosis/Cirrhosis",85,1,0.0117647058823529,"FALSE"
"2756","Validation","RNA/DNA
Elements","MER121#DNA_hAT","No Known Liver Disease",106,3,0.0283018867924528,"FALSE"
"2757","Validation","RNA/DNA
Elements","MER124#DNA","Advanced Fibrosis/Cirrhosis",85,2,0.0235294117647059,"FALSE"
"2758","Validation","RNA/DNA
Elements","MER124#DNA","No Known Liver Disease",106,7,0.0660377358490566,"FALSE"
"2759","Validation","RNA/DNA
Elements","MER126#DNA","Advanced Fibrosis/Cirrhosis",85,2,0.0235294117647059,"FALSE"
"2760","Validation","RNA/DNA
Elements","MER126#DNA","No Known Liver Disease",106,1,0.00943396226415094,"FALSE"
"2761","Validation","RNA/DNA
Elements","MER130#DNA","Advanced Fibrosis/Cirrhosis",85,2,0.0235294117647059,"FALSE"
"2762","Validation","RNA/DNA
Elements","MER130#DNA","No Known Liver Disease",106,3,0.0283018867924528,"FALSE"
"2763","Validation","RNA/DNA
Elements","MER131#DNA","Advanced Fibrosis/Cirrhosis",85,2,0.0235294117647059,"FALSE"
"2764","Validation","RNA/DNA
Elements","MER131#DNA","No Known Liver Disease",106,3,0.0283018867924528,"FALSE"
"2765","Validation","RNA/DNA
Elements","MER135#DNA","Advanced Fibrosis/Cirrhosis",85,0,0,"FALSE"
"2766","Validation","RNA/DNA
Elements","MER135#DNA","No Known Liver Disease",106,1,0.00943396226415094,"FALSE"
"2767","Validation","RNA/DNA
Elements","MER1A#DNA_hAT-Charlie","Advanced Fibrosis/Cirrhosis",85,2,0.0235294117647059,"FALSE"
"2768","Validation","RNA/DNA
Elements","MER1A#DNA_hAT-Charlie","No Known Liver Disease",106,4,0.0377358490566038,"FALSE"
"2769","Validation","RNA/DNA
Elements","MER1B#DNA_hAT-Charlie","Advanced Fibrosis/Cirrhosis",85,2,0.0235294117647059,"FALSE"
"2770","Validation","RNA/DNA
Elements","MER1B#DNA_hAT-Charlie","No Known Liver Disease",106,3,0.0283018867924528,"FALSE"
"2771","Validation","RNA/DNA
Elements","MER2#DNA_TcMar-Tigger","Advanced Fibrosis/Cirrhosis",85,3,0.0352941176470588,"FALSE"
"2772","Validation","RNA/DNA
Elements","MER2#DNA_TcMar-Tigger","No Known Liver Disease",106,2,0.0188679245283019,"FALSE"
"2773","Validation","RNA/DNA
Elements","MER20#DNA_hAT-Charlie","Advanced Fibrosis/Cirrhosis",85,2,0.0235294117647059,"FALSE"
"2774","Validation","RNA/DNA
Elements","MER20#DNA_hAT-Charlie","No Known Liver Disease",106,0,0,"FALSE"
"2775","Validation","RNA/DNA
Elements","MER20B#DNA_hAT-Charlie","Advanced Fibrosis/Cirrhosis",85,2,0.0235294117647059,"FALSE"
"2776","Validation","RNA/DNA
Elements","MER20B#DNA_hAT-Charlie","No Known Liver Disease",106,4,0.0377358490566038,"FALSE"
"2777","Validation","RNA/DNA
Elements","MER2B#DNA_TcMar-Tigger","Advanced Fibrosis/Cirrhosis",85,0,0,"FALSE"
"2778","Validation","RNA/DNA
Elements","MER2B#DNA_TcMar-Tigger","No Known Liver Disease",106,5,0.0471698113207547,"FALSE"
"2779","Validation","RNA/DNA
Elements","MER3#DNA_hAT-Charlie","Advanced Fibrosis/Cirrhosis",85,1,0.0117647058823529,"FALSE"
"2780","Validation","RNA/DNA
Elements","MER3#DNA_hAT-Charlie","No Known Liver Disease",106,8,0.0754716981132075,"FALSE"
"2781","Validation","RNA/DNA
Elements","MER30#DNA_hAT-Charlie","Advanced Fibrosis/Cirrhosis",85,2,0.0235294117647059,"FALSE"
"2782","Validation","RNA/DNA
Elements","MER30#DNA_hAT-Charlie","No Known Liver Disease",106,3,0.0283018867924528,"FALSE"
"2783","Validation","RNA/DNA
Elements","MER33#DNA_hAT-Charlie","Advanced Fibrosis/Cirrhosis",85,2,0.0235294117647059,"FALSE"
"2784","Validation","RNA/DNA
Elements","MER33#DNA_hAT-Charlie","No Known Liver Disease",106,1,0.00943396226415094,"FALSE"
"2785","Validation","RNA/DNA
Elements","MER44A#DNA_TcMar-Tigger","Advanced Fibrosis/Cirrhosis",85,4,0.0470588235294118,"FALSE"
"2786","Validation","RNA/DNA
Elements","MER44A#DNA_TcMar-Tigger","No Known Liver Disease",106,6,0.0566037735849057,"FALSE"
"2787","Validation","RNA/DNA
Elements","MER44B#DNA_TcMar-Tigger","Advanced Fibrosis/Cirrhosis",85,2,0.0235294117647059,"FALSE"
"2788","Validation","RNA/DNA
Elements","MER44B#DNA_TcMar-Tigger","No Known Liver Disease",106,6,0.0566037735849057,"FALSE"
"2789","Validation","RNA/DNA
Elements","MER44C#DNA_TcMar-Tigger","Advanced Fibrosis/Cirrhosis",85,2,0.0235294117647059,"FALSE"
"2790","Validation","RNA/DNA
Elements","MER44C#DNA_TcMar-Tigger","No Known Liver Disease",106,4,0.0377358490566038,"FALSE"
"2791","Validation","RNA/DNA
Elements","MER45A#DNA_hAT-Tip100","Advanced Fibrosis/Cirrhosis",85,3,0.0352941176470588,"FALSE"
"2792","Validation","RNA/DNA
Elements","MER45A#DNA_hAT-Tip100","No Known Liver Disease",106,2,0.0188679245283019,"FALSE"
"2793","Validation","RNA/DNA
Elements","MER45B#DNA_hAT-Tip100","Advanced Fibrosis/Cirrhosis",85,0,0,"FALSE"
"2794","Validation","RNA/DNA
Elements","MER45B#DNA_hAT-Tip100","No Known Liver Disease",106,5,0.0471698113207547,"FALSE"
"2795","Validation","RNA/DNA
Elements","MER45C#DNA_hAT-Tip100","Advanced Fibrosis/Cirrhosis",85,3,0.0352941176470588,"FALSE"
"2796","Validation","RNA/DNA
Elements","MER45C#DNA_hAT-Tip100","No Known Liver Disease",106,4,0.0377358490566038,"FALSE"
"2797","Validation","RNA/DNA
Elements","MER45R#DNA_hAT-Tip100","Advanced Fibrosis/Cirrhosis",85,2,0.0235294117647059,"FALSE"
"2798","Validation","RNA/DNA
Elements","MER45R#DNA_hAT-Tip100","No Known Liver Disease",106,4,0.0377358490566038,"FALSE"
"2799","Validation","RNA/DNA
Elements","MER46C#DNA_TcMar-Tigger","Advanced Fibrosis/Cirrhosis",85,1,0.0117647058823529,"FALSE"
"2800","Validation","RNA/DNA
Elements","MER46C#DNA_TcMar-Tigger","No Known Liver Disease",106,5,0.0471698113207547,"FALSE"
"2801","Validation","RNA/DNA
Elements","MER47A#DNA_TcMar-Tigger","Advanced Fibrosis/Cirrhosis",85,4,0.0470588235294118,"FALSE"
"2802","Validation","RNA/DNA
Elements","MER47A#DNA_TcMar-Tigger","No Known Liver Disease",106,1,0.00943396226415094,"FALSE"
"2803","Validation","RNA/DNA
Elements","MER47B#DNA_TcMar-Tigger","Advanced Fibrosis/Cirrhosis",85,2,0.0235294117647059,"FALSE"
"2804","Validation","RNA/DNA
Elements","MER47B#DNA_TcMar-Tigger","No Known Liver Disease",106,3,0.0283018867924528,"FALSE"
"2805","Validation","RNA/DNA
Elements","MER53#DNA_hAT-Blackjack","Advanced Fibrosis/Cirrhosis",85,2,0.0235294117647059,"FALSE"
"2806","Validation","RNA/DNA
Elements","MER53#DNA_hAT-Blackjack","No Known Liver Disease",106,2,0.0188679245283019,"FALSE"
"2807","Validation","RNA/DNA
Elements","MER58A#DNA_hAT-Charlie","Advanced Fibrosis/Cirrhosis",85,4,0.0470588235294118,"FALSE"
"2808","Validation","RNA/DNA
Elements","MER58A#DNA_hAT-Charlie","No Known Liver Disease",106,9,0.0849056603773585,"FALSE"
"2809","Validation","RNA/DNA
Elements","MER58B#DNA_hAT-Charlie","Advanced Fibrosis/Cirrhosis",85,3,0.0352941176470588,"FALSE"
"2810","Validation","RNA/DNA
Elements","MER58B#DNA_hAT-Charlie","No Known Liver Disease",106,1,0.00943396226415094,"FALSE"
"2811","Validation","RNA/DNA
Elements","MER58C#DNA_hAT-Charlie","Advanced Fibrosis/Cirrhosis",85,1,0.0117647058823529,"FALSE"
"2812","Validation","RNA/DNA
Elements","MER58C#DNA_hAT-Charlie","No Known Liver Disease",106,4,0.0377358490566038,"FALSE"
"2813","Validation","RNA/DNA
Elements","MER58D#DNA_hAT-Charlie","Advanced Fibrosis/Cirrhosis",85,2,0.0235294117647059,"FALSE"
"2814","Validation","RNA/DNA
Elements","MER58D#DNA_hAT-Charlie","No Known Liver Disease",106,3,0.0283018867924528,"FALSE"
"2815","Validation","RNA/DNA
Elements","MER5A#DNA_hAT-Charlie","Advanced Fibrosis/Cirrhosis",85,2,0.0235294117647059,"FALSE"
