"","training","fam","f","type","n","out","perc","c2"
"232","Discovery","LINE","L1PA2#LINE_L1","No Known Liver Disease",291,8,0.0274914089347079,"FALSE"
"233","Discovery","LINE","L1PA3#LINE_L1","Advanced Fibrosis/Cirrhosis",71,6,0.0845070422535211,"FALSE"
"234","Discovery","LINE","L1PA3#LINE_L1","No Known Liver Disease",291,12,0.0412371134020619,"FALSE"
"235","Discovery","LINE","L1PA4#LINE_L1","Advanced Fibrosis/Cirrhosis",71,6,0.0845070422535211,"FALSE"
"236","Discovery","LINE","L1PA4#LINE_L1","No Known Liver Disease",291,8,0.0274914089347079,"FALSE"
"237","Discovery","LINE","L1PA5#LINE_L1","Advanced Fibrosis/Cirrhosis",71,5,0.0704225352112676,"FALSE"
"238","Discovery","LINE","L1PA5#LINE_L1","No Known Liver Disease",291,9,0.0309278350515464,"FALSE"
"239","Discovery","LINE","L1PA6#LINE_L1","Advanced Fibrosis/Cirrhosis",71,7,0.0985915492957746,"FALSE"
"240","Discovery","LINE","L1PA6#LINE_L1","No Known Liver Disease",291,10,0.0343642611683849,"FALSE"
"241","Discovery","LINE","L1PA7#LINE_L1","Advanced Fibrosis/Cirrhosis",71,5,0.0704225352112676,"FALSE"
"242","Discovery","LINE","L1PA7#LINE_L1","No Known Liver Disease",291,9,0.0309278350515464,"FALSE"
"243","Discovery","LINE","L1PA8#LINE_L1","Advanced Fibrosis/Cirrhosis",71,8,0.112676056338028,"Advanced Fibrosis/Cirrhosis"
"244","Discovery","LINE","L1PA8#LINE_L1","No Known Liver Disease",291,8,0.0274914089347079,"FALSE"
"245","Discovery","LINE","L1PA8A#LINE_L1","Advanced Fibrosis/Cirrhosis",71,6,0.0845070422535211,"FALSE"
"246","Discovery","LINE","L1PA8A#LINE_L1","No Known Liver Disease",291,9,0.0309278350515464,"FALSE"
"247","Discovery","LINE","L1PB#LINE_L1","Advanced Fibrosis/Cirrhosis",71,6,0.0845070422535211,"FALSE"
"248","Discovery","LINE","L1PB#LINE_L1","No Known Liver Disease",291,9,0.0309278350515464,"FALSE"
"249","Discovery","LINE","L1PB1#LINE_L1","Advanced Fibrosis/Cirrhosis",71,6,0.0845070422535211,"FALSE"
"250","Discovery","LINE","L1PB1#LINE_L1","No Known Liver Disease",291,10,0.0343642611683849,"FALSE"
"251","Discovery","LINE","L1PB2#LINE_L1","Advanced Fibrosis/Cirrhosis",71,6,0.0845070422535211,"FALSE"
"252","Discovery","LINE","L1PB2#LINE_L1","No Known Liver Disease",291,8,0.0274914089347079,"FALSE"
"253","Discovery","LINE","L1PB3#LINE_L1","Advanced Fibrosis/Cirrhosis",71,6,0.0845070422535211,"FALSE"
"254","Discovery","LINE","L1PB3#LINE_L1","No Known Liver Disease",291,7,0.0240549828178694,"FALSE"
"255","Discovery","LINE","L1PB4#LINE_L1","Advanced Fibrosis/Cirrhosis",71,7,0.0985915492957746,"FALSE"
"256","Discovery","LINE","L1PB4#LINE_L1","No Known Liver Disease",291,11,0.0378006872852234,"FALSE"
"257","Discovery","LINE","L1PBa#LINE_L1","Advanced Fibrosis/Cirrhosis",71,6,0.0845070422535211,"FALSE"
"258","Discovery","LINE","L1PBa#LINE_L1","No Known Liver Disease",291,9,0.0309278350515464,"FALSE"
"259","Discovery","LINE","L1PBa1#LINE_L1","Advanced Fibrosis/Cirrhosis",71,5,0.0704225352112676,"FALSE"
"260","Discovery","LINE","L1PBa1#LINE_L1","No Known Liver Disease",291,9,0.0309278350515464,"FALSE"
"261","Discovery","LINE","L1PBb#LINE_L1","Advanced Fibrosis/Cirrhosis",71,6,0.0845070422535211,"FALSE"
"262","Discovery","LINE","L1PBb#LINE_L1","No Known Liver Disease",291,9,0.0309278350515464,"FALSE"
"263","Discovery","LINE","L1PREC2#LINE_L1","Advanced Fibrosis/Cirrhosis",71,3,0.0422535211267606,"FALSE"
"264","Discovery","LINE","L1PREC2#LINE_L1","No Known Liver Disease",291,12,0.0412371134020619,"FALSE"
"265","Discovery","LINE","L2#LINE_L2","Advanced Fibrosis/Cirrhosis",71,3,0.0422535211267606,"FALSE"
"266","Discovery","LINE","L2#LINE_L2","No Known Liver Disease",291,14,0.0481099656357388,"FALSE"
"267","Discovery","LINE","L2-2_Mam#LINE_L2","Advanced Fibrosis/Cirrhosis",71,7,0.0985915492957746,"FALSE"
"268","Discovery","LINE","L2-2_Mam#LINE_L2","No Known Liver Disease",291,9,0.0309278350515464,"FALSE"
"269","Discovery","LINE","L2a#LINE_L2","Advanced Fibrosis/Cirrhosis",71,5,0.0704225352112676,"FALSE"
"270","Discovery","LINE","L2a#LINE_L2","No Known Liver Disease",291,10,0.0343642611683849,"FALSE"
"271","Discovery","LINE","L2b#LINE_L2","Advanced Fibrosis/Cirrhosis",71,5,0.0704225352112676,"FALSE"
"272","Discovery","LINE","L2b#LINE_L2","No Known Liver Disease",291,9,0.0309278350515464,"FALSE"
"273","Discovery","LINE","L2c#LINE_L2","Advanced Fibrosis/Cirrhosis",71,7,0.0985915492957746,"FALSE"
"274","Discovery","LINE","L2c#LINE_L2","No Known Liver Disease",291,8,0.0274914089347079,"FALSE"
"275","Discovery","LINE","L2d#LINE_L2","Advanced Fibrosis/Cirrhosis",71,6,0.0845070422535211,"FALSE"
"276","Discovery","LINE","L2d#LINE_L2","No Known Liver Disease",291,7,0.0240549828178694,"FALSE"
"277","Discovery","LINE","L2d2#LINE_L2","Advanced Fibrosis/Cirrhosis",71,7,0.0985915492957746,"FALSE"
"278","Discovery","LINE","L2d2#LINE_L2","No Known Liver Disease",291,8,0.0274914089347079,"FALSE"
"279","Discovery","LINE","L3#LINE_CR1","Advanced Fibrosis/Cirrhosis",71,9,0.126760563380282,"Advanced Fibrosis/Cirrhosis"
"280","Discovery","LINE","L3#LINE_CR1","No Known Liver Disease",291,7,0.0240549828178694,"FALSE"
"281","Discovery","LINE","L3b#LINE_CR1","Advanced Fibrosis/Cirrhosis",71,6,0.0845070422535211,"FALSE"
"282","Discovery","LINE","L3b#LINE_CR1","No Known Liver Disease",291,9,0.0309278350515464,"FALSE"
"283","Discovery","LINE","L4_A_Mam#LINE_RTE-X","Advanced Fibrosis/Cirrhosis",71,4,0.0563380281690141,"FALSE"
"284","Discovery","LINE","L4_A_Mam#LINE_RTE-X","No Known Liver Disease",291,11,0.0378006872852234,"FALSE"
"285","Discovery","LINE","L4_B_Mam#LINE_RTE-X","Advanced Fibrosis/Cirrhosis",71,9,0.126760563380282,"Advanced Fibrosis/Cirrhosis"
"286","Discovery","LINE","L4_B_Mam#LINE_RTE-X","No Known Liver Disease",291,6,0.0206185567010309,"FALSE"
"287","Discovery","LINE","L4_C_Mam#LINE_RTE-X","Advanced Fibrosis/Cirrhosis",71,5,0.0704225352112676,"FALSE"
"288","Discovery","LINE","L4_C_Mam#LINE_RTE-X","No Known Liver Disease",291,9,0.0309278350515464,"FALSE"
"289","Discovery","LINE","L5#LINE_RTE-X","Advanced Fibrosis/Cirrhosis",71,6,0.0845070422535211,"FALSE"
"290","Discovery","LINE","L5#LINE_RTE-X","No Known Liver Disease",291,10,0.0343642611683849,"FALSE"
"291","Discovery","LINE","MARE6#LINE_L1-Tx1","Advanced Fibrosis/Cirrhosis",71,6,0.0845070422535211,"FALSE"
"292","Discovery","LINE","MARE6#LINE_L1-Tx1","No Known Liver Disease",291,9,0.0309278350515464,"FALSE"
"293","Discovery","LINE","MamRTE1#LINE_RTE-BovB","Advanced Fibrosis/Cirrhosis",71,7,0.0985915492957746,"FALSE"
"294","Discovery","LINE","MamRTE1#LINE_RTE-BovB","No Known Liver Disease",291,5,0.0171821305841924,"FALSE"
"295","Discovery","LINE","Mam_R4#LINE_Dong-R4","Advanced Fibrosis/Cirrhosis",71,7,0.0985915492957746,"FALSE"
"296","Discovery","LINE","Mam_R4#LINE_Dong-R4","No Known Liver Disease",291,8,0.0274914089347079,"FALSE"
"297","Discovery","LINE","Penelope1_Vert#LINE_Penelope","Advanced Fibrosis/Cirrhosis",71,5,0.0704225352112676,"FALSE"
"298","Discovery","LINE","Penelope1_Vert#LINE_Penelope","No Known Liver Disease",291,11,0.0378006872852234,"FALSE"
"299","Discovery","LINE","Plat_L3#LINE_CR1","Advanced Fibrosis/Cirrhosis",71,5,0.0704225352112676,"FALSE"
"300","Discovery","LINE","Plat_L3#LINE_CR1","No Known Liver Disease",291,8,0.0274914089347079,"FALSE"
"301","Discovery","LINE","X13_LINE#LINE_L2","Advanced Fibrosis/Cirrhosis",71,7,0.0985915492957746,"FALSE"
"302","Discovery","LINE","X13_LINE#LINE_L2","No Known Liver Disease",291,9,0.0309278350515464,"FALSE"
"303","Discovery","LINE","X17_LINE#LINE_CR1","Advanced Fibrosis/Cirrhosis",71,6,0.0845070422535211,"FALSE"
"304","Discovery","LINE","X17_LINE#LINE_CR1","No Known Liver Disease",291,10,0.0343642611683849,"FALSE"
"305","Discovery","LINE","X24_LINE#LINE_L2","Advanced Fibrosis/Cirrhosis",71,5,0.0704225352112676,"FALSE"
"306","Discovery","LINE","X24_LINE#LINE_L2","No Known Liver Disease",291,9,0.0309278350515464,"FALSE"
"307","Discovery","LINE","X2_LINE#LINE_CR1","Advanced Fibrosis/Cirrhosis",71,7,0.0985915492957746,"FALSE"
"308","Discovery","LINE","X2_LINE#LINE_CR1","No Known Liver Disease",291,9,0.0309278350515464,"FALSE"
"309","Discovery","LINE","X6A_LINE#LINE_CR1","Advanced Fibrosis/Cirrhosis",71,7,0.0985915492957746,"FALSE"
"310","Discovery","LINE","X6A_LINE#LINE_CR1","No Known Liver Disease",291,9,0.0309278350515464,"FALSE"
"311","Discovery","LINE","X6B_LINE#LINE_CR1","Advanced Fibrosis/Cirrhosis",71,7,0.0985915492957746,"FALSE"
"312","Discovery","LINE","X6B_LINE#LINE_CR1","No Known Liver Disease",291,9,0.0309278350515464,"FALSE"
"313","Discovery","LINE","X7A_LINE#LINE_CR1","Advanced Fibrosis/Cirrhosis",71,6,0.0845070422535211,"FALSE"
"314","Discovery","LINE","X7A_LINE#LINE_CR1","No Known Liver Disease",291,9,0.0309278350515464,"FALSE"
"315","Discovery","LINE","X7B_LINE#LINE_CR1","Advanced Fibrosis/Cirrhosis",71,6,0.0845070422535211,"FALSE"
"316","Discovery","LINE","X7B_LINE#LINE_CR1","No Known Liver Disease",291,9,0.0309278350515464,"FALSE"
"317","Discovery","LINE","X9_LINE#LINE_L1","Advanced Fibrosis/Cirrhosis",71,6,0.0845070422535211,"FALSE"
"318","Discovery","LINE","X9_LINE#LINE_L1","No Known Liver Disease",291,9,0.0309278350515464,"FALSE"
"319","Discovery","LTR","ERV24B_Prim-int#LTR_ERV1","Advanced Fibrosis/Cirrhosis",71,6,0.0845070422535211,"FALSE"
"320","Discovery","LTR","ERV24B_Prim-int#LTR_ERV1","No Known Liver Disease",291,9,0.0309278350515464,"FALSE"
"321","Discovery","LTR","ERV24_Prim-int#LTR_ERV1","Advanced Fibrosis/Cirrhosis",71,7,0.0985915492957746,"FALSE"
"322","Discovery","LTR","ERV24_Prim-int#LTR_ERV1","No Known Liver Disease",291,13,0.0446735395189003,"FALSE"
"323","Discovery","LTR","ERV3-16A3_I#LTR_ERVL","Advanced Fibrosis/Cirrhosis",71,5,0.0704225352112676,"FALSE"
"324","Discovery","LTR","ERV3-16A3_I#LTR_ERVL","No Known Liver Disease",291,7,0.0240549828178694,"FALSE"
"325","Discovery","LTR","ERV3-16A3_LTR#LTR_ERVL","Advanced Fibrosis/Cirrhosis",71,4,0.0563380281690141,"FALSE"
"326","Discovery","LTR","ERV3-16A3_LTR#LTR_ERVL","No Known Liver Disease",291,14,0.0481099656357388,"FALSE"
"327","Discovery","LTR","ERVL-B4-int#LTR_ERVL","Advanced Fibrosis/Cirrhosis",71,3,0.0422535211267606,"FALSE"
"328","Discovery","LTR","ERVL-B4-int#LTR_ERVL","No Known Liver Disease",291,12,0.0412371134020619,"FALSE"
"329","Discovery","LTR","ERVL-E-int#LTR_ERVL","Advanced Fibrosis/Cirrhosis",71,5,0.0704225352112676,"FALSE"
"330","Discovery","LTR","ERVL-E-int#LTR_ERVL","No Known Liver Disease",291,10,0.0343642611683849,"FALSE"
"331","Discovery","LTR","ERVL-int#LTR_ERVL","Advanced Fibrosis/Cirrhosis",71,4,0.0563380281690141,"FALSE"
"332","Discovery","LTR","ERVL-int#LTR_ERVL","No Known Liver Disease",291,9,0.0309278350515464,"FALSE"
"333","Discovery","LTR","Eutr10#LTR_ERVL","Advanced Fibrosis/Cirrhosis",71,7,0.0985915492957746,"FALSE"
"334","Discovery","LTR","Eutr10#LTR_ERVL","No Known Liver Disease",291,6,0.0206185567010309,"FALSE"
"335","Discovery","LTR","Eutr18#LTR","Advanced Fibrosis/Cirrhosis",71,3,0.0422535211267606,"FALSE"
"336","Discovery","LTR","Eutr18#LTR","No Known Liver Disease",291,16,0.0549828178694158,"FALSE"
"337","Discovery","LTR","Eutr5#LTR","Advanced Fibrosis/Cirrhosis",71,6,0.0845070422535211,"FALSE"
"338","Discovery","LTR","Eutr5#LTR","No Known Liver Disease",291,12,0.0412371134020619,"FALSE"
"339","Discovery","LTR","HERV16-int#LTR_ERVL","Advanced Fibrosis/Cirrhosis",71,4,0.0563380281690141,"FALSE"
"340","Discovery","LTR","HERV16-int#LTR_ERVL","No Known Liver Disease",291,11,0.0378006872852234,"FALSE"
"341","Discovery","LTR","HERV17-int#LTR_ERV1","Advanced Fibrosis/Cirrhosis",71,7,0.0985915492957746,"FALSE"
"342","Discovery","LTR","HERV17-int#LTR_ERV1","No Known Liver Disease",291,10,0.0343642611683849,"FALSE"
"343","Discovery","LTR","HERV3-int#LTR_ERV1","Advanced Fibrosis/Cirrhosis",71,6,0.0845070422535211,"FALSE"
"344","Discovery","LTR","HERV3-int#LTR_ERV1","No Known Liver Disease",291,11,0.0378006872852234,"FALSE"
"345","Discovery","LTR","HERV35I-int#LTR_ERV1","Advanced Fibrosis/Cirrhosis",71,5,0.0704225352112676,"FALSE"
"346","Discovery","LTR","HERV35I-int#LTR_ERV1","No Known Liver Disease",291,10,0.0343642611683849,"FALSE"
"347","Discovery","LTR","HERV4_I#LTR_ERV1","Advanced Fibrosis/Cirrhosis",71,8,0.112676056338028,"Advanced Fibrosis/Cirrhosis"
"348","Discovery","LTR","HERV4_I#LTR_ERV1","No Known Liver Disease",291,9,0.0309278350515464,"FALSE"
"349","Discovery","LTR","HERV9-int#LTR_ERV1","Advanced Fibrosis/Cirrhosis",71,1,0.0140845070422535,"FALSE"
"350","Discovery","LTR","HERV9-int#LTR_ERV1","No Known Liver Disease",291,14,0.0481099656357388,"FALSE"
"351","Discovery","LTR","HERV9NC-int#LTR_ERV1","Advanced Fibrosis/Cirrhosis",71,8,0.112676056338028,"Advanced Fibrosis/Cirrhosis"
"352","Discovery","LTR","HERV9NC-int#LTR_ERV1","No Known Liver Disease",291,9,0.0309278350515464,"FALSE"
"353","Discovery","LTR","HERVE-int#LTR_ERV1","Advanced Fibrosis/Cirrhosis",71,3,0.0422535211267606,"FALSE"
"354","Discovery","LTR","HERVE-int#LTR_ERV1","No Known Liver Disease",291,14,0.0481099656357388,"FALSE"
"355","Discovery","LTR","HERVFH19-int#LTR_ERV1","Advanced Fibrosis/Cirrhosis",71,3,0.0422535211267606,"FALSE"
"356","Discovery","LTR","HERVFH19-int#LTR_ERV1","No Known Liver Disease",291,12,0.0412371134020619,"FALSE"
"357","Discovery","LTR","HERVFH21-int#LTR_ERV1","Advanced Fibrosis/Cirrhosis",71,5,0.0704225352112676,"FALSE"
"358","Discovery","LTR","HERVFH21-int#LTR_ERV1","No Known Liver Disease",291,11,0.0378006872852234,"FALSE"
"359","Discovery","LTR","HERVH-int#LTR_ERV1","Advanced Fibrosis/Cirrhosis",71,6,0.0845070422535211,"FALSE"
"360","Discovery","LTR","HERVH-int#LTR_ERV1","No Known Liver Disease",291,13,0.0446735395189003,"FALSE"
"361","Discovery","LTR","HERVIP10B3-int#LTR_ERV1","Advanced Fibrosis/Cirrhosis",71,4,0.0563380281690141,"FALSE"
"362","Discovery","LTR","HERVIP10B3-int#LTR_ERV1","No Known Liver Disease",291,11,0.0378006872852234,"FALSE"
"363","Discovery","LTR","HERVIP10F-int#LTR_ERV1","Advanced Fibrosis/Cirrhosis",71,5,0.0704225352112676,"FALSE"
"364","Discovery","LTR","HERVIP10F-int#LTR_ERV1","No Known Liver Disease",291,15,0.0515463917525773,"FALSE"
"365","Discovery","LTR","HERVIP10FH-int#LTR_ERV1","Advanced Fibrosis/Cirrhosis",71,4,0.0563380281690141,"FALSE"
"366","Discovery","LTR","HERVIP10FH-int#LTR_ERV1","No Known Liver Disease",291,10,0.0343642611683849,"FALSE"
"367","Discovery","LTR","HERVK-int#LTR_ERVK","Advanced Fibrosis/Cirrhosis",71,5,0.0704225352112676,"FALSE"
"368","Discovery","LTR","HERVK-int#LTR_ERVK","No Known Liver Disease",291,9,0.0309278350515464,"FALSE"
"369","Discovery","LTR","HERVK11-int#LTR_ERVK","Advanced Fibrosis/Cirrhosis",71,5,0.0704225352112676,"FALSE"
"370","Discovery","LTR","HERVK11-int#LTR_ERVK","No Known Liver Disease",291,13,0.0446735395189003,"FALSE"
"371","Discovery","LTR","HERVK14-int#LTR_ERVK","Advanced Fibrosis/Cirrhosis",71,4,0.0563380281690141,"FALSE"
"372","Discovery","LTR","HERVK14-int#LTR_ERVK","No Known Liver Disease",291,7,0.0240549828178694,"FALSE"
"373","Discovery","LTR","HERVK22-int#LTR_ERVK","Advanced Fibrosis/Cirrhosis",71,6,0.0845070422535211,"FALSE"
"374","Discovery","LTR","HERVK22-int#LTR_ERVK","No Known Liver Disease",291,12,0.0412371134020619,"FALSE"
"375","Discovery","LTR","HERVK3-int#LTR_ERVK","Advanced Fibrosis/Cirrhosis",71,5,0.0704225352112676,"FALSE"
"376","Discovery","LTR","HERVK3-int#LTR_ERVK","No Known Liver Disease",291,13,0.0446735395189003,"FALSE"
"377","Discovery","LTR","HERVL-int#LTR_ERVL","Advanced Fibrosis/Cirrhosis",71,5,0.0704225352112676,"FALSE"
"378","Discovery","LTR","HERVL-int#LTR_ERVL","No Known Liver Disease",291,8,0.0274914089347079,"FALSE"
"379","Discovery","LTR","HERVL18-int#LTR_ERVL","Advanced Fibrosis/Cirrhosis",71,7,0.0985915492957746,"FALSE"
"380","Discovery","LTR","HERVL18-int#LTR_ERVL","No Known Liver Disease",291,9,0.0309278350515464,"FALSE"
"381","Discovery","LTR","HERVL40-int#LTR_ERVL","Advanced Fibrosis/Cirrhosis",71,6,0.0845070422535211,"FALSE"
"382","Discovery","LTR","HERVL40-int#LTR_ERVL","No Known Liver Disease",291,10,0.0343642611683849,"FALSE"
"383","Discovery","LTR","HERVL74-int#LTR_ERVL","Advanced Fibrosis/Cirrhosis",71,4,0.0563380281690141,"FALSE"
"384","Discovery","LTR","HERVL74-int#LTR_ERVL","No Known Liver Disease",291,12,0.0412371134020619,"FALSE"
"385","Discovery","LTR","HERVP71A-int#LTR_ERV1","Advanced Fibrosis/Cirrhosis",71,3,0.0422535211267606,"FALSE"
"386","Discovery","LTR","HERVP71A-int#LTR_ERV1","No Known Liver Disease",291,10,0.0343642611683849,"FALSE"
"387","Discovery","LTR","HERVS71-int#LTR_ERV1","Advanced Fibrosis/Cirrhosis",71,4,0.0563380281690141,"FALSE"
"388","Discovery","LTR","HERVS71-int#LTR_ERV1","No Known Liver Disease",291,12,0.0412371134020619,"FALSE"
"389","Discovery","LTR","HUERS-P1-int#LTR_ERV1","Advanced Fibrosis/Cirrhosis",71,4,0.0563380281690141,"FALSE"
"390","Discovery","LTR","HUERS-P1-int#LTR_ERV1","No Known Liver Disease",291,12,0.0412371134020619,"FALSE"
"391","Discovery","LTR","HUERS-P3-int#LTR_ERV1","Advanced Fibrosis/Cirrhosis",71,5,0.0704225352112676,"FALSE"
"392","Discovery","LTR","HUERS-P3-int#LTR_ERV1","No Known Liver Disease",291,12,0.0412371134020619,"FALSE"
"393","Discovery","LTR","HUERS-P3b-int#LTR_ERV1","Advanced Fibrosis/Cirrhosis",71,9,0.126760563380282,"Advanced Fibrosis/Cirrhosis"
"394","Discovery","LTR","HUERS-P3b-int#LTR_ERV1","No Known Liver Disease",291,8,0.0274914089347079,"FALSE"
"395","Discovery","LTR","Harlequin-int#LTR_ERV1","Advanced Fibrosis/Cirrhosis",71,8,0.112676056338028,"Advanced Fibrosis/Cirrhosis"
"396","Discovery","LTR","Harlequin-int#LTR_ERV1","No Known Liver Disease",291,10,0.0343642611683849,"FALSE"
"397","Discovery","LTR","LOR1-int#LTR_ERV1","Advanced Fibrosis/Cirrhosis",71,7,0.0985915492957746,"FALSE"
"398","Discovery","LTR","LOR1-int#LTR_ERV1","No Known Liver Disease",291,9,0.0309278350515464,"FALSE"
"399","Discovery","LTR","LOR1a#LTR_ERV1","Advanced Fibrosis/Cirrhosis",71,6,0.0845070422535211,"FALSE"
"400","Discovery","LTR","LOR1a#LTR_ERV1","No Known Liver Disease",291,11,0.0378006872852234,"FALSE"
"401","Discovery","LTR","LOR1b#LTR_ERV1","Advanced Fibrosis/Cirrhosis",71,6,0.0845070422535211,"FALSE"
"402","Discovery","LTR","LOR1b#LTR_ERV1","No Known Liver Disease",291,10,0.0343642611683849,"FALSE"
"403","Discovery","LTR","LTR101_Mam#LTR_ERVL","Advanced Fibrosis/Cirrhosis",71,8,0.112676056338028,"Advanced Fibrosis/Cirrhosis"
"404","Discovery","LTR","LTR101_Mam#LTR_ERVL","No Known Liver Disease",291,8,0.0274914089347079,"FALSE"
"405","Discovery","LTR","LTR102_Mam#LTR_ERVL","Advanced Fibrosis/Cirrhosis",71,6,0.0845070422535211,"FALSE"
"406","Discovery","LTR","LTR102_Mam#LTR_ERVL","No Known Liver Disease",291,10,0.0343642611683849,"FALSE"
"407","Discovery","LTR","LTR103_Mam#LTR_ERV1","Advanced Fibrosis/Cirrhosis",71,6,0.0845070422535211,"FALSE"
"408","Discovery","LTR","LTR103_Mam#LTR_ERV1","No Known Liver Disease",291,10,0.0343642611683849,"FALSE"
"409","Discovery","LTR","LTR103b_Mam#LTR_ERV1","Advanced Fibrosis/Cirrhosis",71,3,0.0422535211267606,"FALSE"
"410","Discovery","LTR","LTR103b_Mam#LTR_ERV1","No Known Liver Disease",291,13,0.0446735395189003,"FALSE"
"411","Discovery","LTR","LTR104_Mam#LTR_Gypsy","Advanced Fibrosis/Cirrhosis",71,4,0.0563380281690141,"FALSE"
"412","Discovery","LTR","LTR104_Mam#LTR_Gypsy","No Known Liver Disease",291,10,0.0343642611683849,"FALSE"
"413","Discovery","LTR","LTR105_Mam#LTR_ERVL","Advanced Fibrosis/Cirrhosis",71,7,0.0985915492957746,"FALSE"
"414","Discovery","LTR","LTR105_Mam#LTR_ERVL","No Known Liver Disease",291,7,0.0240549828178694,"FALSE"
"415","Discovery","LTR","LTR106_Mam#LTR","Advanced Fibrosis/Cirrhosis",71,6,0.0845070422535211,"FALSE"
"416","Discovery","LTR","LTR106_Mam#LTR","No Known Liver Disease",291,10,0.0343642611683849,"FALSE"
"417","Discovery","LTR","LTR107_Mam#LTR","Advanced Fibrosis/Cirrhosis",71,5,0.0704225352112676,"FALSE"
"418","Discovery","LTR","LTR107_Mam#LTR","No Known Liver Disease",291,11,0.0378006872852234,"FALSE"
"419","Discovery","LTR","LTR10B1#LTR_ERV1","Advanced Fibrosis/Cirrhosis",71,6,0.0845070422535211,"FALSE"
"420","Discovery","LTR","LTR10B1#LTR_ERV1","No Known Liver Disease",291,10,0.0343642611683849,"FALSE"
"421","Discovery","LTR","LTR10B2#LTR_ERV1","Advanced Fibrosis/Cirrhosis",71,5,0.0704225352112676,"FALSE"
"422","Discovery","LTR","LTR10B2#LTR_ERV1","No Known Liver Disease",291,9,0.0309278350515464,"FALSE"
"423","Discovery","LTR","LTR10F#LTR_ERV1","Advanced Fibrosis/Cirrhosis",71,6,0.0845070422535211,"FALSE"
"424","Discovery","LTR","LTR10F#LTR_ERV1","No Known Liver Disease",291,13,0.0446735395189003,"FALSE"
"425","Discovery","LTR","LTR12#LTR_ERV1","Advanced Fibrosis/Cirrhosis",71,6,0.0845070422535211,"FALSE"
"426","Discovery","LTR","LTR12#LTR_ERV1","No Known Liver Disease",291,12,0.0412371134020619,"FALSE"
"427","Discovery","LTR","LTR12B#LTR_ERV1","Advanced Fibrosis/Cirrhosis",71,8,0.112676056338028,"Advanced Fibrosis/Cirrhosis"
"428","Discovery","LTR","LTR12B#LTR_ERV1","No Known Liver Disease",291,7,0.0240549828178694,"FALSE"
"429","Discovery","LTR","LTR12C#LTR_ERV1","Advanced Fibrosis/Cirrhosis",71,2,0.028169014084507,"FALSE"
"430","Discovery","LTR","LTR12C#LTR_ERV1","No Known Liver Disease",291,12,0.0412371134020619,"FALSE"
"431","Discovery","LTR","LTR12D#LTR_ERV1","Advanced Fibrosis/Cirrhosis",71,5,0.0704225352112676,"FALSE"
"432","Discovery","LTR","LTR12D#LTR_ERV1","No Known Liver Disease",291,10,0.0343642611683849,"FALSE"
"433","Discovery","LTR","LTR12E#LTR_ERV1","Advanced Fibrosis/Cirrhosis",71,4,0.0563380281690141,"FALSE"
"434","Discovery","LTR","LTR12E#LTR_ERV1","No Known Liver Disease",291,10,0.0343642611683849,"FALSE"
"435","Discovery","LTR","LTR12F#LTR_ERV1","Advanced Fibrosis/Cirrhosis",71,4,0.0563380281690141,"FALSE"
