"","tool","metric","score"
"402","cfDNA Fragmentome LCr Score","fnr",0.165779778960295
"403","cfDNA Fragmentome LCr Score","fnr",0.204286365709074
"404","cfDNA Fragmentome LCr Score","fnr",0.241899852724595
"405","cfDNA Fragmentome LCr Score","fnr",0.24640497473766
"406","cfDNA Fragmentome LCr Score","fnr",0.269298245614035
"407","cfDNA Fragmentome LCr Score","fnr",0.237978237978238
"408","cfDNA Fragmentome LCr Score","fnr",0.163156015708675
"409","cfDNA Fragmentome LCr Score","fnr",0.257501119570085
"410","cfDNA Fragmentome LCr Score","fnr",0.183279742765273
"411","cfDNA Fragmentome LCr Score","fnr",0.229227557411273
"412","cfDNA Fragmentome LCr Score","fnr",0.214549938347719
"413","cfDNA Fragmentome LCr Score","fnr",0.221852928957208
"414","cfDNA Fragmentome LCr Score","fnr",0.222539812168232
"415","cfDNA Fragmentome LCr Score","fnr",0.211635364177737
"416","cfDNA Fragmentome LCr Score","fnr",0.232748538011696
"417","cfDNA Fragmentome LCr Score","fnr",0.252615265401007
"418","cfDNA Fragmentome LCr Score","fnr",0.256983240223464
"419","cfDNA Fragmentome LCr Score","fnr",0.302700806734479
"420","cfDNA Fragmentome LCr Score","fnr",0.18329039381671
"421","cfDNA Fragmentome LCr Score","fnr",0.204236006051437
"422","cfDNA Fragmentome LCr Score","fnr",0.223938223938224
"423","cfDNA Fragmentome LCr Score","fnr",0.281828485077446
"424","cfDNA Fragmentome LCr Score","fnr",0.260174971472043
"425","cfDNA Fragmentome LCr Score","fnr",0.196488858879136
"426","cfDNA Fragmentome LCr Score","fnr",0.195261437908497
"427","cfDNA Fragmentome LCr Score","fnr",0.280559646539028
"428","cfDNA Fragmentome LCr Score","fnr",0.200342465753425
"429","cfDNA Fragmentome LCr Score","fnr",0.234558544903372
"430","cfDNA Fragmentome LCr Score","fnr",0.280015197568389
"431","cfDNA Fragmentome LCr Score","fnr",0.1654284299158
"432","cfDNA Fragmentome LCr Score","fnr",0.231601731601732
"433","cfDNA Fragmentome LCr Score","fnr",0.207736389684814
"434","cfDNA Fragmentome LCr Score","fnr",0.204667176740627
"435","cfDNA Fragmentome LCr Score","fnr",0.248205994090333
